date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:35:56	42863/42863	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Sep%202017%2022:08:14%20GMT	https://themebeyond.com/html/ganic/js/slick.min.js	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/js/slick.min.js	(from https://themebeyond.com/html/ganic/)
22:35:57	1250/1250	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2014%20Mar%202017%2022:25:22%20GMT	https://themebeyond.com/html/ganic/js/ajax-form.js	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/js/ajax-form.js	(from https://themebeyond.com/html/ganic/)
22:35:58	8415/8415	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2024%20Jan%202018%2000:35:10%20GMT	https://themebeyond.com/html/ganic/js/wow.min.js	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/js/wow.min.js	(from https://themebeyond.com/html/ganic/)
22:35:59	14690/14690	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2003%20Oct%202018%2016:14:14%20GMT	https://themebeyond.com/html/ganic/js/aos.js	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/js/aos.js	(from https://themebeyond.com/html/ganic/)
22:36:00	760/760	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Sep%202017%2000:48:56%20GMT	https://themebeyond.com/html/ganic/js/plugins.js	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/js/plugins.js	(from https://themebeyond.com/html/ganic/)
22:36:01	11120/11120	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2017%20Aug%202021%2021:40:30%20GMT	https://themebeyond.com/html/ganic/js/main.js	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/js/main.js	(from https://themebeyond.com/html/ganic/)
22:36:03	73535/73535	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Jun%202021%2023:52:56%20GMT	https://themebeyond.com/html/ganic/img/images/contact_img.png	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/img/images/contact_img.png	(from https://themebeyond.com/html/ganic/contact.html)
22:36:05	186642/186642	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Aug%202021%2019:35:10%20GMT	https://themebeyond.com/html/ganic/img/images/ingredients_img.jpg	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/img/images/ingredients_img.jpg	(from https://themebeyond.com/html/ganic/about-us.html)
22:36:05	318586/318586	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Aug%202021%2022:51:56%20GMT	https://themebeyond.com/html/ganic/img/bg/map.jpg	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/img/bg/map.jpg	(from https://themebeyond.com/html/ganic/contact.html)
22:36:05	7393/7393	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jun%202021%2019:09:40%20GMT	https://themebeyond.com/html/ganic/img/icon/ing_icon01.png	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/img/icon/ing_icon01.png	(from https://themebeyond.com/html/ganic/about-us.html)
22:36:07	13464/13464	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Jun%202021%2019:09:22%20GMT	https://themebeyond.com/html/ganic/img/icon/ing_icon02.png	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/img/icon/ing_icon02.png	(from https://themebeyond.com/html/ganic/about-us.html)
22:36:07	2669/2669	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Aug%202021%2020:58:42%20GMT	https://themebeyond.com/html/ganic/img/images/newsletter_shape01.png	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/img/images/newsletter_shape01.png	(from https://themebeyond.com/html/ganic/about-us.html)
22:36:08	2164/2164	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Jun%202021%2023:38:38%20GMT	https://themebeyond.com/html/ganic/img/images/newsletter_shape02.png	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/img/images/newsletter_shape02.png	(from https://themebeyond.com/html/ganic/about-us.html)
22:36:10	45820/45820	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jun%202021%2000:36:38%20GMT	https://themebeyond.com/html/ganic/img/images/support_img.png	/home/nhatphan/test/tes/testweb/themebeyond.com/html/ganic/img/images/support_img.png	(from https://themebeyond.com/html/ganic/about-us.html)
